ncID	tarID
NONHSAG024903	Q969S3
NONHSAG024946	Q969S3
NONHSAG024993	Q969S3
NONHSAG025051	Q969S3
NONHSAG025069	Q969S3
NONHSAG025089	Q969S3
NONHSAG025094	Q969S3
NONHSAG025137	Q969S3
NONHSAG025200	Q969S3
NONHSAG025379	Q969S3
NONHSAG025378	Q969S3
NONHSAG076451	Q969S3
NONHSAG076117	Q969S3
NONHSAG025992	Q969S3
NONHSAG026072	Q969S3
NONHSAG026091	Q969S3
NONHSAG026129	Q969S3
NONHSAG026230	Q969S3
NONHSAG026274	Q969S3
NONHSAG026276	Q969S3
NONHSAG026310	Q969S3
NONHSAG026359	Q969S3
NONHSAG026381	Q969S3
NONHSAG026404	Q969S3
NONHSAG077122	Q969S3
NONHSAG027321	Q969S3
NONHSAG027799	Q969S3
NONHSAG027882	Q969S3
NONHSAG027894	Q969S3
NONHSAG027920	Q969S3
NONHSAG028093	Q969S3
NONHSAG028424	Q969S3
NONHSAG077527	Q969S3
NONHSAG028460	Q969S3
NONHSAG029130	Q969S3
NONHSAG077706	Q969S3
NONHSAG029191	Q969S3
NONHSAG029467	Q969S3
NONHSAG029518	Q969S3
NONHSAG029628	Q969S3
NONHSAG029639	Q969S3
NONHSAG029723	Q969S3
NONHSAG079231	Q969S3
NONHSAG079237	Q969S3
NONHSAG029933	Q969S3
NONHSAG079272	Q969S3
NONHSAG029952	Q969S3
NONHSAG029956	Q969S3
NONHSAG030057	Q969S3
NONHSAG030059	Q969S3
NONHSAG030103	Q969S3
NONHSAG078058	Q969S3
NONHSAG030522	Q969S3
NONHSAG030802	Q969S3
NONHSAG030937	Q969S3
NONHSAG031051	Q969S3
NONHSAG031060	Q969S3
NONHSAG081395	Q969S3
NONHSAG031415	Q969S3
NONHSAG081451	Q969S3
NONHSAG031585	Q969S3
NONHSAG031645	Q969S3
NONHSAG031666	Q969S3
NONHSAG031674	Q969S3
NONHSAG031749	Q969S3
NONHSAG031790	Q969S3
NONHSAG081583	Q969S3
NONHSAG032115	Q969S3
NONHSAG032247	Q969S3
NONHSAG032383	Q969S3
NONHSAG032461	Q969S3
NONHSAG032508	Q969S3
NONHSAG032803	Q969S3
NONHSAG033168	Q969S3
NONHSAG033183	Q969S3
NONHSAG083577	Q969S3
NONHSAG033301	Q969S3
NONHSAG033348	Q969S3
NONHSAG033480	Q969S3
NONHSAG033611	Q969S3
NONHSAG033657	Q969S3
NONHSAG033690	Q969S3
NONHSAG033691	Q969S3
NONHSAG033899	Q969S3
NONHSAG033940	Q969S3
NONHSAG034006	Q969S3
NONHSAG034027	Q969S3
NONHSAG034057	Q969S3
NONHSAG034063	Q969S3
NONHSAG084326	Q969S3
NONHSAG034213	Q969S3
NONHSAG034215	Q969S3
NONHSAG034317	Q969S3
NONHSAG034336	Q969S3
NONHSAG034341	Q969S3
NONHSAG034592	Q969S3
NONHSAG034916	Q969S3
NONHSAG034935	Q969S3
NONHSAG034973	Q969S3
NONHSAG035023	Q969S3
NONHSAG035049	Q969S3
NONHSAG035106	Q969S3
NONHSAG035118	Q969S3
NONHSAG035271	Q969S3
NONHSAG035896	Q969S3
NONHSAG084937	Q969S3
NONHSAG036175	Q969S3
NONHSAG036412	Q969S3
NONHSAG036415	Q969S3
NONHSAG036624	Q969S3
NONHSAG036783	Q969S3
NONHSAG037036	Q969S3
NONHSAG037072	Q969S3
NONHSAG037131	Q969S3
NONHSAG037137	Q969S3
NONHSAG037195	Q969S3
NONHSAG037225	Q969S3
NONHSAG037408	Q969S3
NONHSAG037420	Q969S3
NONHSAG037616	Q969S3
NONHSAG088954	Q969S3
NONHSAG037774	Q969S3
NONHSAG037900	Q969S3
NONHSAG037936	Q969S3
NONHSAG038091	Q969S3
NONHSAG039335	Q969S3
NONHSAG039398	Q969S3
NONHSAG040021	Q969S3
NONHSAG040143	Q969S3
NONHSAG090943	Q969S3
NONHSAG040315	Q969S3
NONHSAG040320	Q969S3
NONHSAG090182	Q969S3
NONHSAG040408	Q969S3
NONHSAG040483	Q969S3
NONHSAG040542	Q969S3
NONHSAG041057	Q969S3
NONHSAG041085	Q969S3
NONHSAG041178	Q969S3
NONHSAG041236	Q969S3
NONHSAG041519	Q969S3
NONHSAG041529	Q969S3
NONHSAG041689	Q969S3
NONHSAG041695	Q969S3
NONHSAG041844	Q969S3
NONHSAG091420	Q969S3
NONHSAG042319	Q969S3
NONHSAG042357	Q969S3
NONHSAG042360	Q969S3
NONHSAG091452	Q969S3
NONHSAG094866	Q969S3
NONHSAG094075	Q969S3
NONHSAG044006	Q969S3
NONHSAG044064	Q969S3
NONHSAG095917	Q969S3
NONHSAG096880	Q969S3
NONHSAG046884	Q969S3
NONHSAG047002	Q969S3
NONHSAG047097	Q969S3
NONHSAG047244	Q969S3
NONHSAG047260	Q969S3
NONHSAG047466	Q969S3
NONHSAG047507	Q969S3
NONHSAG047851	Q969S3
NONHSAG047966	Q969S3
NONHSAG048224	Q969S3
NONHSAG048302	Q969S3
NONHSAG048354	Q969S3
NONHSAG048464	Q969S3
NONHSAG048505	Q969S3
NONHSAG048506	Q969S3
NONHSAG114040	Q969S3
NONHSAG099599	Q969S3
NONHSAG050747	Q969S3
NONHSAG050762	Q969S3
NONHSAG051091	Q969S3
NONHSAG051196	Q969S3
NONHSAG099126	Q969S3
NONHSAG051736	Q969S3
NONHSAG052055	Q969S3
NONHSAG053014	Q969S3
NONHSAG053419	Q969S3
NONHSAG053631	Q969S3
NONHSAG053716	Q969S3
NONHSAG053763	Q969S3
NONHSAG053814	Q969S3
NONHSAG103285	Q969S3
NONHSAG054394	Q969S3
NONHSAG054432	Q969S3
NONHSAG054779	Q969S3
NONHSAG055124	Q969S3
NONHSAG055187	Q969S3
NONHSAG055315	Q969S3
NONHSAG055329	Q969S3
NONHSAG055628	Q969S3
NONHSAG000046	O95218
NONHSAG000536	O95218
NONHSAG000835	O95218
NONHSAG000920	O95218
NONHSAG000967	O95218
NONHSAG001017	O95218
NONHSAG001219	O95218
NONHSAG001369	O95218
NONHSAG001452	O95218
NONHSAG002096	O95218
NONHSAG002859	O95218
NONHSAG002985	O95218
NONHSAG003074	O95218
NONHSAG004140	O95218
NONHSAG004226	O95218
NONHSAG057260	O95218
NONHSAG004539	O95218
NONHSAG005321	O95218
NONHSAG006173	O95218
NONHSAG006227	O95218
NONHSAG007508	O95218
NONHSAG008552	O95218
NONHSAG008670	O95218
NONHSAG008800	O95218
NONHSAG008966	O95218
NONHSAG008996	O95218
NONHSAG009372	O95218
NONHSAG010200	O95218
NONHSAG010307	O95218
NONHSAG010313	O95218
NONHSAG010319	O95218
NONHSAG011084	O95218
NONHSAG011351	O95218
NONHSAG011364	O95218
NONHSAG012555	O95218
NONHSAG012566	O95218
NONHSAG015097	O95218
NONHSAG015489	O95218
NONHSAG015969	O95218
NONHSAG016601	O95218
NONHSAG016770	O95218
NONHSAG016771	O95218
NONHSAG016897	O95218
NONHSAG016894	O95218
NONHSAG017679	O95218
NONHSAG017683	O95218
NONHSAG018244	O95218
NONHSAG018257	O95218
NONHSAG018293	O95218
NONHSAG018395	O95218
NONHSAG018397	O95218
NONHSAG018523	O95218
NONHSAG018624	O95218
NONHSAG018999	O95218
NONHSAG019011	O95218
NONHSAG073025	O95218
NONHSAG021307	O95218
NONHSAG021309	O95218
NONHSAG021315	O95218
NONHSAG021329	O95218
NONHSAG021347	O95218
NONHSAG021359	O95218
NONHSAG021471	O95218
NONHSAG021678	O95218
NONHSAG022078	O95218
NONHSAG023185	O95218
NONHSAG075003	O95218
NONHSAG023418	O95218
NONHSAG024350	O95218
NONHSAG024462	O95218
NONHSAG024903	O95218
NONHSAG024946	O95218
NONHSAG025160	O95218
NONHSAG076451	O95218
NONHSAG026091	O95218
NONHSAG026381	O95218
NONHSAG027894	O95218
NONHSAG027920	O95218
NONHSAG028093	O95218
NONHSAG077527	O95218
NONHSAG029130	O95218
NONHSAG029191	O95218
NONHSAG029628	O95218
NONHSAG029956	O95218
NONHSAG081395	O95218
NONHSAG031749	O95218
NONHSAG081583	O95218
NONHSAG032157	O95218
NONHSAG032508	O95218
NONHSAG032682	O95218
NONHSAG033168	O95218
NONHSAG083577	O95218
NONHSAG033691	O95218
NONHSAG034027	O95218
NONHSAG034063	O95218
NONHSAG084326	O95218
NONHSAG034215	O95218
NONHSAG034336	O95218
NONHSAG034592	O95218
NONHSAG034935	O95218
NONHSAG084937	O95218
NONHSAG036615	O95218
NONHSAG036783	O95218
NONHSAG037225	O95218
NONHSAG037408	O95218
NONHSAG088954	O95218
NONHSAG037900	O95218
NONHSAG037936	O95218
NONHSAG090182	O95218
NONHSAG090380	O95218
NONHSAG041178	O95218
NONHSAG041236	O95218
NONHSAG041695	O95218
NONHSAG042357	O95218
NONHSAG091452	O95218
NONHSAG094075	O95218
NONHSAG044064	O95218
NONHSAG096880	O95218
NONHSAG047097	O95218
NONHSAG047507	O95218
NONHSAG047851	O95218
NONHSAG047966	O95218
NONHSAG048354	O95218
NONHSAG048464	O95218
NONHSAG050747	O95218
NONHSAG051091	O95218
NONHSAG051196	O95218
NONHSAG053419	O95218
NONHSAG053631	O95218
NONHSAG103285	O95218
NONHSAG054779	O95218
NONHSAG055187	O95218
NONHSAG000498	Q8WYQ5
NONHSAG034027	Q8WYQ5
NONHSAG035896	Q8WYQ5
NONHSAG000742	Q00839
NONHSAG018293	Q00839
NONHSAG031750	Q00839
NONHSAG041236	Q00839
NONHSAG000386	Q14498
NONHSAG000835	Q14498
NONHSAG002576	Q14498
NONHSAG008552	Q14498
NONHSAG008921	Q14498
NONHSAG009182	Q14498
NONHSAG010307	Q14498
NONHSAG010986	Q14498
NONHSAG015489	Q14498
NONHSAG016307	Q14498
NONHSAG018669	Q14498
NONHSAG018696	Q14498
NONHSAG021329	Q14498
NONHSAG022347	Q14498
NONHSAG025160	Q14498
NONHSAG026068	Q14498
NONHSAG026404	Q14498
NONHSAG029130	Q14498
NONHSAG031674	Q14498
NONHSAG031749	Q14498
NONHSAG081583	Q14498
NONHSAG034006	Q14498
NONHSAG034027	Q14498
NONHSAG035049	Q14498
NONHSAG035118	Q14498
NONHSAG036615	Q14498
NONHSAG040021	Q14498
NONHSAG041023	Q14498
NONHSAG047097	Q14498
NONHSAG047966	Q14498
NONHSAG050747	Q14498
NONHSAG099742	Q14498
NONHSAG053814	Q14498
NONHSAG000742	Q96PU8
NONHSAG000981	Q96PU8
NONHSAG003938	Q96PU8
NONHSAG006204	Q96PU8
NONHSAG006227	Q96PU8
NONHSAG006265	Q96PU8
NONHSAG008358	Q96PU8
NONHSAG008444	Q96PU8
NONHSAG010200	Q96PU8
NONHSAG010366	Q96PU8
NONHSAG011071	Q96PU8
NONHSAG011269	Q96PU8
NONHSAG015375	Q96PU8
NONHSAG017882	Q96PU8
NONHSAG018309	Q96PU8
NONHSAG018392	Q96PU8
NONHSAG072221	Q96PU8
NONHSAG032803	Q96PU8
NONHSAG033348	Q96PU8
NONHSAG033690	Q96PU8
NONHSAG034057	Q96PU8
NONHSAG034128	Q96PU8
NONHSAG035305	Q96PU8
NONHSAG036175	Q96PU8
NONHSAG039398	Q96PU8
NONHSAG040483	Q96PU8
NONHSAG041670	Q96PU8
NONHSAG048302	Q96PU8
NONHSAG000046	Q01130
NONHSAG000357	Q01130
NONHSAG000835	Q01130
NONHSAG000920	Q01130
NONHSAG001467	Q01130
NONHSAG002393	Q01130
NONHSAG002576	Q01130
NONHSAG002728	Q01130
NONHSAG003633	Q01130
NONHSAG003658	Q01130
NONHSAG005614	Q01130
NONHSAG006265	Q01130
NONHSAG008349	Q01130
NONHSAG008552	Q01130
NONHSAG008670	Q01130
NONHSAG008841	Q01130
NONHSAG008966	Q01130
NONHSAG009225	Q01130
NONHSAG009768	Q01130
NONHSAG010313	Q01130
NONHSAG010319	Q01130
NONHSAG011071	Q01130
NONHSAG011084	Q01130
NONHSAG011364	Q01130
NONHSAG015220	Q01130
NONHSAG015904	Q01130
NONHSAG016307	Q01130
NONHSAG017679	Q01130
NONHSAG017683	Q01130
NONHSAG017882	Q01130
NONHSAG018624	Q01130
NONHSAG019015	Q01130
NONHSAG073025	Q01130
NONHSAG022078	Q01130
NONHSAG022220	Q01130
NONHSAG022655	Q01130
NONHSAG023086	Q01130
NONHSAG024799	Q01130
NONHSAG025051	Q01130
NONHSAG025137	Q01130
NONHSAG076451	Q01130
NONHSAG025992	Q01130
NONHSAG026053	Q01130
NONHSAG026274	Q01130
NONHSAG026381	Q01130
NONHSAG028093	Q01130
NONHSAG028460	Q01130
NONHSAG029191	Q01130
NONHSAG031415	Q01130
NONHSAG031749	Q01130
NONHSAG081583	Q01130
NONHSAG033691	Q01130
NONHSAG033692	Q01130
NONHSAG034063	Q01130
NONHSAG084326	Q01130
NONHSAG034336	Q01130
NONHSAG034341	Q01130
NONHSAG035106	Q01130
NONHSAG035489	Q01130
NONHSAG035896	Q01130
NONHSAG036624	Q01130
NONHSAG036783	Q01130
NONHSAG037072	Q01130
NONHSAG037131	Q01130
NONHSAG037225	Q01130
NONHSAG037408	Q01130
NONHSAG041236	Q01130
NONHSAG041670	Q01130
NONHSAG090577	Q01130
NONHSAG094866	Q01130
NONHSAG004756	Q01130
NONHSAG047097	Q01130
NONHSAG048039	Q01130
NONHSAG048224	Q01130
NONHSAG048354	Q01130
NONHSAG053716	Q01130
NONHSAG000047	Q5TC82
NONHSAG000447	Q5TC82
NONHSAG000579	Q5TC82
NONHSAG000835	Q5TC82
NONHSAG000920	Q5TC82
NONHSAG000967	Q5TC82
NONHSAG000981	Q5TC82
NONHSAG001351	Q5TC82
NONHSAG001968	Q5TC82
NONHSAG002205	Q5TC82
NONHSAG002393	Q5TC82
NONHSAG002576	Q5TC82
NONHSAG003633	Q5TC82
NONHSAG003938	Q5TC82
NONHSAG004027	Q5TC82
NONHSAG004539	Q5TC82
NONHSAG004564	Q5TC82
NONHSAG004583	Q5TC82
NONHSAG004975	Q5TC82
NONHSAG005114	Q5TC82
NONHSAG005321	Q5TC82
NONHSAG005499	Q5TC82
NONHSAG006173	Q5TC82
NONHSAG007695	Q5TC82
NONHSAG007810	Q5TC82
NONHSAG007821	Q5TC82
NONHSAG008349	Q5TC82
NONHSAG008358	Q5TC82
NONHSAG008404	Q5TC82
NONHSAG008444	Q5TC82
NONHSAG008552	Q5TC82
NONHSAG008572	Q5TC82
NONHSAG008670	Q5TC82
NONHSAG008921	Q5TC82
NONHSAG009403	Q5TC82
NONHSAG009520	Q5TC82
NONHSAG009768	Q5TC82
NONHSAG010200	Q5TC82
NONHSAG010735	Q5TC82
NONHSAG011071	Q5TC82
NONHSAG011084	Q5TC82
NONHSAG011351	Q5TC82
NONHSAG011364	Q5TC82
NONHSAG011627	Q5TC82
NONHSAG011870	Q5TC82
NONHSAG012529	Q5TC82
NONHSAG013401	Q5TC82
NONHSAG015097	Q5TC82
NONHSAG015220	Q5TC82
NONHSAG015489	Q5TC82
NONHSAG015897	Q5TC82
NONHSAG016018	Q5TC82
NONHSAG016601	Q5TC82
NONHSAG016674	Q5TC82
NONHSAG016733	Q5TC82
NONHSAG016906	Q5TC82
NONHSAG017222	Q5TC82
NONHSAG017679	Q5TC82
NONHSAG017683	Q5TC82
NONHSAG018294	Q5TC82
NONHSAG018397	Q5TC82
NONHSAG018523	Q5TC82
NONHSAG018537	Q5TC82
NONHSAG018624	Q5TC82
NONHSAG018796	Q5TC82
NONHSAG018999	Q5TC82
NONHSAG073025	Q5TC82
NONHSAG022078	Q5TC82
NONHSAG022347	Q5TC82
NONHSAG023111	Q5TC82
NONHSAG023376	Q5TC82
NONHSAG023418	Q5TC82
NONHSAG024543	Q5TC82
NONHSAG024863	Q5TC82
NONHSAG024923	Q5TC82
NONHSAG025052	Q5TC82
NONHSAG025137	Q5TC82
NONHSAG025160	Q5TC82
NONHSAG025378	Q5TC82
NONHSAG076117	Q5TC82
NONHSAG027882	Q5TC82
NONHSAG027924	Q5TC82
NONHSAG028424	Q5TC82
NONHSAG028460	Q5TC82
NONHSAG077706	Q5TC82
NONHSAG029518	Q5TC82
NONHSAG029723	Q5TC82
NONHSAG029906	Q5TC82
NONHSAG029952	Q5TC82
NONHSAG030103	Q5TC82
NONHSAG030937	Q5TC82
NONHSAG081395	Q5TC82
NONHSAG081451	Q5TC82
NONHSAG031645	Q5TC82
NONHSAG031790	Q5TC82
NONHSAG081583	Q5TC82
NONHSAG032018	Q5TC82
NONHSAG032406	Q5TC82
NONHSAG032682	Q5TC82
NONHSAG032803	Q5TC82
NONHSAG033301	Q5TC82
NONHSAG033611	Q5TC82
NONHSAG033657	Q5TC82
NONHSAG033690	Q5TC82
NONHSAG033691	Q5TC82
NONHSAG034006	Q5TC82
NONHSAG034057	Q5TC82
NONHSAG034128	Q5TC82
NONHSAG034916	Q5TC82
NONHSAG034935	Q5TC82
NONHSAG035305	Q5TC82
NONHSAG036175	Q5TC82
NONHSAG036415	Q5TC82
NONHSAG037225	Q5TC82
NONHSAG037774	Q5TC82
NONHSAG037900	Q5TC82
NONHSAG087670	Q5TC82
NONHSAG040408	Q5TC82
NONHSAG041057	Q5TC82
NONHSAG041670	Q5TC82
NONHSAG041689	Q5TC82
NONHSAG041695	Q5TC82
NONHSAG004756	Q5TC82
NONHSAG044006	Q5TC82
NONHSAG047244	Q5TC82
NONHSAG047466	Q5TC82
NONHSAG048073	Q5TC82
NONHSAG048224	Q5TC82
NONHSAG048302	Q5TC82
NONHSAG048505	Q5TC82
NONHSAG050725	Q5TC82
NONHSAG050762	Q5TC82
NONHSAG051118	Q5TC82
NONHSAG052055	Q5TC82
NONHSAG053631	Q5TC82
NONHSAG053716	Q5TC82
NONHSAG054779	Q5TC82
NONHSAG055329	Q5TC82
NONHSAG000386	Q12926
NONHSAG000386	Q14576
NONHSAG000386	Q9BZC1
NONHSAG000536	Q12926
NONHSAG000536	Q14576
NONHSAG000536	Q9BZC1
NONHSAG000579	Q12926
NONHSAG000579	Q14576
NONHSAG000579	Q9BZC1
NONHSAG001452	Q12926
NONHSAG001452	Q14576
NONHSAG001452	Q9BZC1
NONHSAG001968	Q12926
NONHSAG001968	Q14576
NONHSAG001968	Q9BZC1
NONHSAG001999	Q12926
NONHSAG001999	Q14576
NONHSAG001999	Q9BZC1
NONHSAG002205	Q12926
NONHSAG002205	Q14576
NONHSAG002205	Q9BZC1
NONHSAG003658	Q12926
NONHSAG003658	Q14576
NONHSAG003658	Q9BZC1
NONHSAG003943	Q12926
NONHSAG003943	Q14576
NONHSAG003943	Q9BZC1
NONHSAG004975	Q12926
NONHSAG004975	Q14576
NONHSAG004975	Q9BZC1
NONHSAG005499	Q12926
NONHSAG005499	Q14576
NONHSAG005499	Q9BZC1
NONHSAG005571	Q12926
NONHSAG005571	Q14576
NONHSAG005571	Q9BZC1
NONHSAG007119	Q12926
NONHSAG007119	Q14576
NONHSAG007119	Q9BZC1
NONHSAG009514	Q12926
NONHSAG009514	Q14576
NONHSAG009514	Q9BZC1
NONHSAG009768	Q12926
NONHSAG009768	Q14576
NONHSAG009768	Q9BZC1
NONHSAG010200	Q12926
NONHSAG010200	Q14576
NONHSAG010200	Q9BZC1
NONHSAG010543	Q12926
NONHSAG010543	Q14576
NONHSAG010543	Q9BZC1
NONHSAG010986	Q12926
NONHSAG010986	Q14576
NONHSAG010986	Q9BZC1
NONHSAG011658	Q12926
NONHSAG011658	Q14576
NONHSAG011658	Q9BZC1
NONHSAG011705	Q12926
NONHSAG011705	Q14576
NONHSAG011705	Q9BZC1
NONHSAG011905	Q12926
NONHSAG011905	Q14576
NONHSAG011905	Q9BZC1
NONHSAG069147	Q12926
NONHSAG069147	Q14576
NONHSAG069147	Q9BZC1
NONHSAG068776	Q12926
NONHSAG068776	Q14576
NONHSAG068776	Q9BZC1
NONHSAG015220	Q12926
NONHSAG015220	Q14576
NONHSAG015220	Q9BZC1
NONHSAG015969	Q12926
NONHSAG015969	Q14576
NONHSAG015969	Q9BZC1
NONHSAG015982	Q12926
NONHSAG015982	Q14576
NONHSAG015982	Q9BZC1
NONHSAG016603	Q12926
NONHSAG016603	Q14576
NONHSAG016603	Q9BZC1
NONHSAG017417	Q12926
NONHSAG017417	Q14576
NONHSAG017417	Q9BZC1
NONHSAG017631	Q12926
NONHSAG017631	Q14576
NONHSAG017631	Q9BZC1
NONHSAG017635	Q12926
NONHSAG017635	Q14576
NONHSAG017635	Q9BZC1
NONHSAG017759	Q12926
NONHSAG017759	Q14576
NONHSAG017759	Q9BZC1
NONHSAG017882	Q12926
NONHSAG017882	Q14576
NONHSAG017882	Q9BZC1
NONHSAG018223	Q12926
NONHSAG018223	Q14576
NONHSAG018223	Q9BZC1
NONHSAG018333	Q12926
NONHSAG018333	Q14576
NONHSAG018333	Q9BZC1
NONHSAG073025	Q12926
NONHSAG073025	Q14576
NONHSAG073025	Q9BZC1
NONHSAG021359	Q12926
NONHSAG021359	Q14576
NONHSAG021359	Q9BZC1
NONHSAG021471	Q12926
NONHSAG021471	Q14576
NONHSAG021471	Q9BZC1
NONHSAG021878	Q12926
NONHSAG021878	Q14576
NONHSAG021878	Q9BZC1
NONHSAG022655	Q12926
NONHSAG022655	Q14576
NONHSAG022655	Q9BZC1
NONHSAG023238	Q12926
NONHSAG023238	Q14576
NONHSAG023238	Q9BZC1
NONHSAG023329	Q12926
NONHSAG023329	Q14576
NONHSAG023329	Q9BZC1
NONHSAG076362	Q12926
NONHSAG076362	Q14576
NONHSAG076362	Q9BZC1
NONHSAG025992	Q12926
NONHSAG025992	Q14576
NONHSAG025992	Q9BZC1
NONHSAG026068	Q12926
NONHSAG026068	Q14576
NONHSAG026068	Q9BZC1
NONHSAG026381	Q12926
NONHSAG026381	Q14576
NONHSAG026381	Q9BZC1
NONHSAG026964	Q12926
NONHSAG026964	Q14576
NONHSAG026964	Q9BZC1
NONHSAG027293	Q12926
NONHSAG027293	Q14576
NONHSAG027293	Q9BZC1
NONHSAG027686	Q12926
NONHSAG027686	Q14576
NONHSAG027686	Q9BZC1
NONHSAG028093	Q12926
NONHSAG028093	Q14576
NONHSAG028093	Q9BZC1
NONHSAG029191	Q12926
NONHSAG029191	Q14576
NONHSAG029191	Q9BZC1
NONHSAG029711	Q12926
NONHSAG029711	Q14576
NONHSAG029711	Q9BZC1
NONHSAG030059	Q12926
NONHSAG030059	Q14576
NONHSAG030059	Q9BZC1
NONHSAG030103	Q12926
NONHSAG030103	Q14576
NONHSAG030103	Q9BZC1
NONHSAG078058	Q12926
NONHSAG078058	Q14576
NONHSAG078058	Q9BZC1
NONHSAG030876	Q12926
NONHSAG030876	Q14576
NONHSAG030876	Q9BZC1
NONHSAG081451	Q12926
NONHSAG081451	Q14576
NONHSAG081451	Q9BZC1
NONHSAG031645	Q12926
NONHSAG031645	Q14576
NONHSAG031645	Q9BZC1
NONHSAG031666	Q12926
NONHSAG031666	Q14576
NONHSAG031666	Q9BZC1
NONHSAG031833	Q12926
NONHSAG031833	Q14576
NONHSAG031833	Q9BZC1
NONHSAG032247	Q12926
NONHSAG032247	Q14576
NONHSAG032247	Q9BZC1
NONHSAG032604	Q12926
NONHSAG032604	Q14576
NONHSAG032604	Q9BZC1
NONHSAG032780	Q12926
NONHSAG032780	Q14576
NONHSAG032780	Q9BZC1
NONHSAG033080	Q12926
NONHSAG033080	Q14576
NONHSAG033080	Q9BZC1
NONHSAG033657	Q12926
NONHSAG033657	Q14576
NONHSAG033657	Q9BZC1
NONHSAG034057	Q12926
NONHSAG034057	Q14576
NONHSAG034057	Q9BZC1
NONHSAG034317	Q12926
NONHSAG034317	Q14576
NONHSAG034317	Q9BZC1
NONHSAG034916	Q12926
NONHSAG034916	Q14576
NONHSAG034916	Q9BZC1
NONHSAG034935	Q12926
NONHSAG034935	Q14576
NONHSAG034935	Q9BZC1
NONHSAG035023	Q12926
NONHSAG035023	Q14576
NONHSAG035023	Q9BZC1
NONHSAG035049	Q12926
NONHSAG035049	Q14576
NONHSAG035049	Q9BZC1
NONHSAG035305	Q12926
NONHSAG035305	Q14576
NONHSAG035305	Q9BZC1
NONHSAG035489	Q12926
NONHSAG035489	Q14576
NONHSAG035489	Q9BZC1
NONHSAG036783	Q12926
NONHSAG036783	Q14576
NONHSAG036783	Q9BZC1
NONHSAG037195	Q12926
NONHSAG037195	Q14576
NONHSAG037195	Q9BZC1
NONHSAG037225	Q12926
NONHSAG037225	Q14576
NONHSAG037225	Q9BZC1
NONHSAG087418	Q12926
NONHSAG087418	Q14576
NONHSAG087418	Q9BZC1
NONHSAG038091	Q12926
NONHSAG038091	Q14576
NONHSAG038091	Q9BZC1
NONHSAG087670	Q12926
NONHSAG087670	Q14576
NONHSAG087670	Q9BZC1
NONHSAG040483	Q12926
NONHSAG040483	Q14576
NONHSAG040483	Q9BZC1
NONHSAG040870	Q12926
NONHSAG040870	Q14576
NONHSAG040870	Q9BZC1
NONHSAG041023	Q12926
NONHSAG041023	Q14576
NONHSAG041023	Q9BZC1
NONHSAG041236	Q12926
NONHSAG041236	Q14576
NONHSAG041236	Q9BZC1
NONHSAG041519	Q12926
NONHSAG041519	Q14576
NONHSAG041519	Q9BZC1
NONHSAG090577	Q12926
NONHSAG090577	Q14576
NONHSAG090577	Q9BZC1
NONHSAG042357	Q12926
NONHSAG042357	Q14576
NONHSAG042357	Q9BZC1
NONHSAG044006	Q12926
NONHSAG044006	Q14576
NONHSAG044006	Q9BZC1
NONHSAG093517	Q12926
NONHSAG093517	Q14576
NONHSAG093517	Q9BZC1
NONHSAG047260	Q12926
NONHSAG047260	Q14576
NONHSAG047260	Q9BZC1
NONHSAG047466	Q12926
NONHSAG047466	Q14576
NONHSAG047466	Q9BZC1
NONHSAG050725	Q12926
NONHSAG050725	Q14576
NONHSAG050725	Q9BZC1
NONHSAG050750	Q12926
NONHSAG050750	Q14576
NONHSAG050750	Q9BZC1
NONHSAG101142	Q12926
NONHSAG101142	Q14576
NONHSAG101142	Q9BZC1
NONHSAG051736	Q12926
NONHSAG051736	Q14576
NONHSAG051736	Q9BZC1
NONHSAG053417	Q12926
NONHSAG053417	Q14576
NONHSAG053417	Q9BZC1
NONHSAG055187	Q12926
NONHSAG055187	Q14576
NONHSAG055187	Q9BZC1
NONHSAG005114	Q12926
NONHSAG005114	Q14576
NONHSAG005114	Q9BZC1
NONHSAG009182	Q12926
NONHSAG009182	Q14576
NONHSAG009182	Q9BZC1
NONHSAG011351	Q12926
NONHSAG011351	Q14576
NONHSAG011351	Q9BZC1
NONHSAG013401	Q12926
NONHSAG013401	Q14576
NONHSAG013401	Q9BZC1
NONHSAG015961	Q12926
NONHSAG015961	Q14576
NONHSAG015961	Q9BZC1
NONHSAG073574	Q12926
NONHSAG073574	Q14576
NONHSAG073574	Q9BZC1
NONHSAG023258	Q12926
NONHSAG023258	Q14576
NONHSAG023258	Q9BZC1
NONHSAG037774	Q12926
NONHSAG037774	Q14576
NONHSAG037774	Q9BZC1
NONHSAG040784	Q12926
NONHSAG040784	Q14576
NONHSAG040784	Q9BZC1
NONHSAG041096	Q12926
NONHSAG041096	Q14576
NONHSAG041096	Q9BZC1
NONHSAG048464	Q12926
NONHSAG048464	Q14576
NONHSAG048464	Q9BZC1
NONHSAG004581	O00571
NONHSAG010543	O00571
NONHSAG017635	O00571
NONHSAG017882	O00571
NONHSAG021384	O00571
NONHSAG026068	O00571
NONHSAG077122	O00571
NONHSAG029191	O00571
NONHSAG031060	O00571
NONHSAG032604	O00571
NONHSAG032682	O00571
NONHSAG034128	O00571
NONHSAG084326	O00571
NONHSAG035049	O00571
NONHSAG040784	O00571
NONHSAG041178	O00571
NONHSAG041844	O00571
NONHSAG094866	O00571
NONHSAG099742	O00571
NONHSAG000046	Q9BYJ9
NONHSAG000047	Q9BYJ9
